time,cpu,memory,incident
21:53.6,0.0,66.2,HEALTHY
21:57.2,0.0,66.1,HEALTHY
21:58.6,0.0,66.1,HEALTHY
21:58.6,0.0,66.1,HEALTHY
22:03.8,0.0,68.9,HEALTHY
22:08.6,0.0,66.1,HEALTHY
22:13.6,0.0,65.9,HEALTHY
22:18.6,0.0,66.7,HEALTHY
22:23.6,0.0,66.7,HEALTHY
22:28.6,0.0,66.7,HEALTHY
22:33.6,0.0,66.6,HEALTHY
22:38.6,0.0,66.5,HEALTHY
22:43.6,0.0,66.8,HEALTHY
22:48.6,0.0,67.3,HEALTHY
22:53.6,0.0,67.4,HEALTHY
22:58.6,0.0,67.7,HEALTHY
23:03.6,0.0,68.1,HEALTHY
23:08.6,0.0,68.3,HEALTHY
23:13.6,0.0,68.1,HEALTHY
23:18.6,0.0,67.0,HEALTHY
23:23.6,0.0,67.0,HEALTHY
23:28.6,0.0,67.0,HEALTHY
23:33.6,0.0,66.8,HEALTHY
23:38.6,0.0,65.9,HEALTHY
23:43.6,0.0,66.3,HEALTHY
23:53.6,0.0,66.9,HEALTHY
23:58.6,0.0,66.9,HEALTHY
24:02.0,0.0,67.0,HEALTHY
24:03.0,0.0,66.8,HEALTHY
24:03.6,0.0,66.8,HEALTHY
24:03.8,0.0,66.8,HEALTHY
24:04.4,41.0,66.8,HEALTHY
24:04.7,0.0,66.8,HEALTHY
24:04.9,83.3,66.9,WARNING
24:05.1,57.0,66.9,HEALTHY
24:05.5,0.0,67.0,HEALTHY
24:06.2,0.0,66.7,HEALTHY
24:07.3,0.0,66.7,HEALTHY
24:08.6,0.0,66.6,HEALTHY
24:08.6,0.0,66.6,HEALTHY
24:09.7,31.0,66.7,HEALTHY
24:13.6,0.0,66.7,HEALTHY
24:18.6,0.0,66.7,HEALTHY
24:23.9,9.9,71.2,WARNING
24:28.6,0.0,66.7,HEALTHY
24:33.6,0.0,66.6,HEALTHY
24:38.6,0.0,66.6,HEALTHY
24:43.6,0.0,66.6,HEALTHY
24:48.6,0.0,66.4,HEALTHY
24:53.6,0.0,66.5,HEALTHY
24:58.6,0.0,66.6,HEALTHY
25:03.6,0.0,66.5,HEALTHY
25:08.6,0.0,66.4,HEALTHY
25:13.6,0.0,66.5,HEALTHY
25:18.6,0.0,66.5,HEALTHY
25:23.6,0.0,66.5,HEALTHY
25:28.6,0.0,66.8,HEALTHY
25:33.6,0.0,66.9,HEALTHY
25:38.6,0.0,66.7,HEALTHY
25:43.6,0.0,66.6,HEALTHY
25:48.6,0.0,66.5,HEALTHY
25:53.6,41.0,66.5,HEALTHY
25:58.6,0.0,66.5,HEALTHY
26:03.6,0.0,66.9,HEALTHY
26:08.6,0.0,67.0,HEALTHY
26:13.6,9.5,67.2,HEALTHY
26:18.6,36.0,67.1,HEALTHY
26:23.6,0.0,66.8,HEALTHY
26:25.8,0.0,66.9,HEALTHY
26:26.7,0.0,66.9,HEALTHY
26:28.6,0.0,66.9,HEALTHY
26:28.6,40.0,66.9,HEALTHY
26:29.5,0.0,66.9,HEALTHY
26:30.7,51.0,67.0,HEALTHY
26:33.6,0.0,66.8,HEALTHY
26:38.7,62.8,66.8,HEALTHY
26:43.6,0.0,66.6,HEALTHY
26:48.6,0.0,66.7,HEALTHY
26:53.6,0.0,66.5,HEALTHY
26:58.6,43.0,66.4,HEALTHY
27:03.6,0.0,66.5,HEALTHY
27:08.6,48.0,66.5,HEALTHY
27:13.6,0.0,66.5,HEALTHY
27:18.6,0.0,66.4,HEALTHY
27:23.6,0.0,66.5,HEALTHY
27:28.6,0.0,66.5,HEALTHY
27:33.6,0.0,66.6,HEALTHY
27:38.6,30.0,66.6,HEALTHY
27:43.6,8.9,66.6,HEALTHY
27:48.6,0.0,67.1,HEALTHY
27:53.6,0.0,67.6,HEALTHY
27:58.6,49.2,67.8,HEALTHY
28:03.6,0.0,67.7,HEALTHY
28:08.6,0.0,67.6,HEALTHY
28:13.6,0.0,68.0,HEALTHY
28:18.6,0.0,67.9,HEALTHY
28:23.6,0.0,67.8,HEALTHY
28:28.6,0.0,67.6,HEALTHY
28:33.6,60.0,68.4,HEALTHY
28:38.6,0.0,67.5,HEALTHY
28:43.6,0.0,67.0,HEALTHY
28:48.6,0.0,66.9,HEALTHY
28:53.6,0.0,67.1,HEALTHY
28:58.6,0.0,67.2,HEALTHY
29:03.6,0.0,67.2,HEALTHY
29:08.6,0.0,67.1,HEALTHY
29:13.6,0.0,67.1,HEALTHY
29:18.6,10.3,67.1,HEALTHY
29:23.6,0.0,66.8,HEALTHY
29:28.6,0.0,67.0,HEALTHY
29:33.6,0.0,67.2,HEALTHY
29:38.6,0.0,67.1,HEALTHY
29:43.6,0.0,66.9,HEALTHY
29:48.6,52.0,67.0,HEALTHY
29:53.7,0.0,67.7,HEALTHY
29:58.6,49.0,66.6,HEALTHY
30:03.6,0.0,66.6,HEALTHY
30:08.6,0.0,66.4,HEALTHY
30:13.6,0.0,66.4,HEALTHY
30:18.6,37.0,66.5,HEALTHY
30:23.6,0.0,66.5,HEALTHY
30:28.6,0.0,66.5,HEALTHY
30:33.6,0.0,66.5,HEALTHY
30:38.6,0.0,66.6,HEALTHY
30:43.6,0.0,66.7,HEALTHY
30:48.6,0.0,66.5,HEALTHY
30:53.6,9.1,66.6,HEALTHY
30:58.6,0.0,66.6,HEALTHY
31:03.6,0.0,66.6,HEALTHY
31:08.6,0.0,66.6,HEALTHY
31:13.6,0.0,66.3,HEALTHY
31:18.6,0.0,66.8,HEALTHY
31:23.6,0.0,67.1,HEALTHY
31:28.6,0.0,67.3,HEALTHY
31:33.6,10.1,67.2,HEALTHY
31:38.6,0.0,67.0,HEALTHY
31:43.6,0.0,67.2,HEALTHY
31:48.6,0.0,67.6,HEALTHY
31:53.6,9.9,67.7,HEALTHY
31:58.6,0.0,67.7,HEALTHY
32:03.6,0.0,67.9,HEALTHY
32:08.6,9.6,68.1,HEALTHY
32:13.6,0.0,68.5,HEALTHY
32:18.6,0.0,67.0,HEALTHY
32:23.6,0.0,66.7,HEALTHY
32:28.6,100.0,66.4,CRITICAL
32:32.6,0.0,66.6,HEALTHY
32:33.6,0.0,66.4,HEALTHY
32:34.1,12.0,66.4,HEALTHY
32:34.9,0.0,66.4,HEALTHY
32:35.6,0.0,66.4,HEALTHY
32:36.7,60.0,66.2,HEALTHY
32:38.6,0.0,66.3,HEALTHY
32:43.6,0.0,66.2,HEALTHY
32:45.8,0.0,66.2,HEALTHY
32:48.6,0.0,66.2,HEALTHY
32:53.6,0.0,66.6,HEALTHY
32:54.8,0.0,66.6,HEALTHY
32:57.2,0.0,66.5,HEALTHY
32:58.6,0.0,66.5,HEALTHY
32:58.7,0.0,66.5,HEALTHY
32:59.9,0.0,66.4,HEALTHY
33:01.2,0.0,66.5,HEALTHY
33:01.9,32.0,66.5,HEALTHY
33:02.4,0.0,66.6,HEALTHY
33:03.1,0.0,66.3,HEALTHY
33:03.5,0.0,66.3,HEALTHY
33:03.6,0.0,66.3,HEALTHY
33:04.0,0.0,66.3,HEALTHY
33:05.1,0.0,66.4,HEALTHY
33:05.8,10.5,66.4,HEALTHY
33:08.6,0.0,66.6,HEALTHY
33:13.6,0.0,66.7,HEALTHY
33:18.6,0.0,66.6,HEALTHY
33:23.6,0.0,66.8,HEALTHY
33:28.6,0.0,66.7,HEALTHY
33:33.6,0.0,66.7,HEALTHY
33:38.6,0.0,66.7,HEALTHY
33:43.6,0.0,66.7,HEALTHY
33:48.6,0.0,66.5,HEALTHY
33:53.6,9.6,66.4,HEALTHY
33:58.6,0.0,66.3,HEALTHY
34:03.6,0.0,66.9,HEALTHY
34:08.6,0.0,67.0,HEALTHY
34:13.6,0.0,66.9,HEALTHY
34:18.6,0.0,66.9,HEALTHY
34:23.6,0.0,67.4,HEALTHY
34:28.6,0.0,67.3,HEALTHY
34:33.6,0.0,67.2,HEALTHY
34:38.6,0.0,66.3,HEALTHY
34:43.6,49.0,66.2,HEALTHY
34:48.6,0.0,66.1,HEALTHY
34:53.6,0.0,66.2,HEALTHY
34:58.6,0.0,66.1,HEALTHY
35:03.6,0.0,66.2,HEALTHY
35:08.6,0.0,66.1,HEALTHY
35:13.6,7.9,66.1,HEALTHY
35:18.6,0.0,66.1,HEALTHY
35:23.6,0.0,66.2,HEALTHY
35:28.6,0.0,66.1,HEALTHY
35:33.6,0.0,66.1,HEALTHY
35:38.6,0.0,66.1,HEALTHY
35:43.6,8.3,65.9,HEALTHY
35:48.6,54.0,64.7,HEALTHY
35:53.6,7.4,65.0,HEALTHY
35:58.6,0.0,65.1,HEALTHY
36:03.6,0.0,65.1,HEALTHY
36:08.6,0.0,65.1,HEALTHY
36:13.6,0.0,65.1,HEALTHY
36:18.6,0.0,65.0,HEALTHY
36:23.6,0.0,65.0,HEALTHY
36:28.6,0.0,65.0,HEALTHY
36:33.6,0.0,64.9,HEALTHY
36:38.6,0.0,64.6,HEALTHY
36:43.6,0.0,64.6,HEALTHY
36:48.6,8.8,64.7,HEALTHY
36:53.5,0.0,65.0,HEALTHY
36:58.6,7.0,65.0,HEALTHY
37:03.6,0.0,65.7,HEALTHY
37:08.5,0.0,65.6,HEALTHY
37:13.6,0.0,65.7,HEALTHY
37:19.0,0.0,66.9,HEALTHY
37:24.0,0.0,66.0,HEALTHY
37:29.0,0.0,65.9,HEALTHY
37:33.7,0.0,65.7,HEALTHY
37:38.6,0.0,65.7,HEALTHY
37:43.6,0.0,65.9,HEALTHY
37:48.6,0.0,66.2,HEALTHY
37:53.6,0.0,72.4,WARNING
37:58.6,30.0,68.9,HEALTHY
38:03.6,8.9,66.0,HEALTHY
38:08.6,0.0,66.0,HEALTHY
38:13.7,0.0,66.0,HEALTHY
38:18.7,0.0,65.9,HEALTHY
38:23.7,9.5,65.9,HEALTHY
38:28.7,0.0,65.8,HEALTHY
38:33.7,38.0,65.9,HEALTHY
38:38.6,0.0,65.9,HEALTHY
38:43.6,0.0,65.9,HEALTHY
38:48.6,0.0,65.9,HEALTHY
38:53.6,0.0,66.0,HEALTHY
38:58.6,0.0,66.1,HEALTHY
39:03.7,7.4,66.1,HEALTHY
39:08.7,7.5,65.9,HEALTHY
39:13.7,0.0,66.3,HEALTHY
39:18.7,0.0,66.3,HEALTHY
39:23.7,0.0,65.9,HEALTHY
39:28.7,0.0,65.9,HEALTHY
39:33.7,0.0,65.9,HEALTHY
39:38.7,0.0,65.8,HEALTHY
39:43.7,0.0,67.6,HEALTHY
39:48.7,0.0,67.4,HEALTHY
39:53.7,0.0,66.8,HEALTHY
39:58.7,0.0,66.6,HEALTHY
40:03.7,0.0,66.4,HEALTHY
40:08.7,0.0,66.3,HEALTHY
40:13.7,40.0,66.5,HEALTHY
40:18.7,0.0,66.7,HEALTHY
40:23.7,0.0,67.0,HEALTHY
40:28.7,8.7,67.7,HEALTHY
40:33.7,38.0,67.9,HEALTHY
40:36.4,0.0,67.8,HEALTHY
40:38.7,0.0,67.6,HEALTHY
40:43.7,0.0,67.4,HEALTHY
40:48.7,0.0,65.4,HEALTHY
40:53.7,0.0,64.7,HEALTHY
40:58.7,0.0,64.8,HEALTHY
41:03.7,52.0,64.8,HEALTHY
41:08.7,0.0,64.7,HEALTHY
41:13.7,0.0,64.7,HEALTHY
41:18.7,0.0,64.7,HEALTHY
41:23.7,0.0,64.5,HEALTHY
41:28.7,0.0,64.6,HEALTHY
41:33.7,0.0,64.9,HEALTHY
41:38.7,0.0,65.2,HEALTHY
41:43.7,0.0,65.3,HEALTHY
41:48.7,0.0,65.3,HEALTHY
41:53.7,0.0,65.0,HEALTHY
41:58.7,0.0,65.0,HEALTHY
42:03.7,0.0,65.0,HEALTHY
42:08.7,0.0,64.9,HEALTHY
42:13.7,0.0,64.8,HEALTHY
42:18.7,34.0,64.6,HEALTHY
42:23.7,0.0,64.6,HEALTHY
42:28.7,0.0,64.6,HEALTHY
42:33.7,0.0,64.7,HEALTHY
42:38.7,9.8,65.1,HEALTHY
42:43.7,40.0,65.4,HEALTHY
42:48.6,0.0,65.3,HEALTHY
42:53.7,9.3,65.2,HEALTHY
42:58.7,0.0,65.2,HEALTHY
43:03.7,55.5,64.5,HEALTHY
43:08.7,0.0,64.4,HEALTHY
43:13.7,0.0,64.4,HEALTHY
43:18.7,0.0,64.3,HEALTHY
43:23.7,0.0,64.3,HEALTHY
43:28.7,0.0,64.3,HEALTHY
43:33.6,0.0,65.1,HEALTHY
43:38.7,0.0,64.9,HEALTHY
43:43.7,0.0,64.8,HEALTHY
43:48.7,0.0,64.8,HEALTHY
43:53.6,0.0,64.8,HEALTHY
43:58.6,0.0,64.8,HEALTHY
44:03.6,0.0,64.9,HEALTHY
44:08.6,0.0,64.8,HEALTHY
44:13.6,47.0,64.8,HEALTHY
44:18.6,6.1,64.8,HEALTHY
44:23.6,0.0,64.8,HEALTHY
44:28.6,58.0,64.8,HEALTHY
44:33.6,0.0,65.1,HEALTHY
44:38.6,0.0,65.1,HEALTHY
44:43.6,0.0,64.9,HEALTHY
44:48.6,0.0,64.9,HEALTHY
44:53.6,0.0,64.9,HEALTHY
44:58.6,0.0,64.8,HEALTHY
45:03.6,0.0,64.8,HEALTHY
45:08.6,8.3,64.8,HEALTHY
45:13.6,0.0,64.7,HEALTHY
45:18.6,0.0,64.7,HEALTHY
45:23.6,6.8,64.8,HEALTHY
45:28.7,0.0,64.7,HEALTHY
45:33.6,0.0,64.7,HEALTHY
45:38.6,0.0,64.6,HEALTHY
45:43.6,0.0,64.6,HEALTHY
45:48.6,0.0,63.9,HEALTHY
45:53.6,0.0,63.0,HEALTHY
45:58.6,0.0,63.0,HEALTHY
46:03.6,0.0,63.0,HEALTHY
46:08.6,0.0,63.0,HEALTHY
46:13.6,0.0,63.0,HEALTHY
46:18.6,0.0,63.0,HEALTHY
46:23.6,0.0,63.0,HEALTHY
46:28.6,0.0,62.9,HEALTHY
46:33.6,7.8,63.1,HEALTHY
46:38.6,39.4,63.0,HEALTHY
46:43.6,7.6,63.0,HEALTHY
46:48.6,0.0,63.0,HEALTHY
46:53.6,7.5,62.8,HEALTHY
46:58.6,0.0,62.9,HEALTHY
47:03.6,0.0,62.9,HEALTHY
47:08.6,0.0,62.8,HEALTHY
47:13.6,0.0,62.9,HEALTHY
47:18.6,8.0,62.8,HEALTHY
47:23.6,0.0,62.9,HEALTHY
47:28.6,0.0,62.9,HEALTHY
47:33.6,0.0,63.0,HEALTHY
47:38.6,0.0,62.9,HEALTHY
47:43.6,0.0,63.0,HEALTHY
47:48.6,32.0,62.9,HEALTHY
47:53.6,5.1,62.9,HEALTHY
47:58.6,0.0,62.9,HEALTHY
48:03.6,0.0,62.9,HEALTHY
48:08.6,0.0,62.9,HEALTHY
48:13.6,7.3,62.9,HEALTHY
48:18.6,8.1,62.9,HEALTHY
48:23.6,8.2,62.9,HEALTHY
48:28.6,0.0,63.1,HEALTHY
48:33.6,0.0,63.2,HEALTHY
48:38.6,0.0,63.0,HEALTHY
48:43.6,55.4,63.0,HEALTHY
48:48.6,0.0,62.9,HEALTHY
48:53.6,0.0,62.9,HEALTHY
48:58.6,0.0,62.8,HEALTHY
49:03.6,0.0,63.2,HEALTHY
49:08.6,0.0,63.2,HEALTHY
49:13.6,0.0,63.2,HEALTHY
49:18.6,0.0,63.2,HEALTHY
49:23.6,8.0,63.3,HEALTHY
49:28.6,0.0,63.4,HEALTHY
49:33.6,0.0,63.8,HEALTHY
49:38.6,0.0,63.8,HEALTHY
49:43.6,0.0,63.8,HEALTHY
49:48.6,0.0,64.0,HEALTHY
49:53.6,80.0,64.2,WARNING
49:58.6,0.0,64.0,HEALTHY
50:03.6,6.1,63.4,HEALTHY
50:08.6,0.0,63.5,HEALTHY
50:13.6,0.0,63.5,HEALTHY
50:18.6,32.0,63.3,HEALTHY
50:23.6,63.2,63.7,HEALTHY
50:28.6,0.0,63.7,HEALTHY
50:33.6,0.0,63.8,HEALTHY
50:38.6,0.0,63.5,HEALTHY
50:43.6,39.5,63.7,HEALTHY
50:48.6,0.0,63.1,HEALTHY
50:53.6,0.0,62.9,HEALTHY
50:58.6,59.0,62.6,HEALTHY
51:03.6,75.0,62.7,WARNING
51:08.6,7.6,62.5,HEALTHY
51:13.6,0.0,62.7,HEALTHY
51:18.6,0.0,62.2,HEALTHY
51:20.9,0.0,62.2,HEALTHY
51:22.9,0.0,62.4,HEALTHY
51:23.6,0.0,62.5,HEALTHY
51:29.1,0.0,62.4,HEALTHY
51:33.6,0.0,62.7,HEALTHY
51:38.6,0.0,62.3,HEALTHY
51:43.6,7.1,63.2,HEALTHY
51:48.6,0.0,63.6,HEALTHY
51:53.6,0.0,63.7,HEALTHY
51:58.6,0.0,63.9,HEALTHY
52:03.6,0.0,63.9,HEALTHY
52:08.6,0.0,63.5,HEALTHY
52:13.6,0.0,63.7,HEALTHY
52:18.6,0.0,63.5,HEALTHY
52:23.6,8.0,63.6,HEALTHY
52:28.6,0.0,63.3,HEALTHY
52:33.6,0.0,63.6,HEALTHY
52:38.6,0.0,63.2,HEALTHY
52:43.6,8.1,64.2,HEALTHY
52:48.6,8.4,64.5,HEALTHY
52:53.6,0.0,64.5,HEALTHY
52:58.6,0.0,64.3,HEALTHY
53:03.6,8.4,64.5,HEALTHY
53:08.6,0.0,63.1,HEALTHY
53:13.6,0.0,63.2,HEALTHY
53:18.6,9.2,63.1,HEALTHY
53:23.6,0.0,63.0,HEALTHY
53:28.6,0.0,62.7,HEALTHY
53:33.6,0.0,63.1,HEALTHY
53:38.6,0.0,63.1,HEALTHY
53:43.6,8.2,63.1,HEALTHY
53:48.6,0.0,62.9,HEALTHY
53:53.6,0.0,63.3,HEALTHY
53:58.6,0.0,63.1,HEALTHY
54:03.6,0.0,63.4,HEALTHY
54:08.6,0.0,63.1,HEALTHY
54:13.6,37.0,63.2,HEALTHY
54:18.6,0.0,63.0,HEALTHY
54:23.6,0.0,63.2,HEALTHY
54:28.6,0.0,62.8,HEALTHY
54:33.6,8.0,62.9,HEALTHY
54:38.6,9.9,62.5,HEALTHY
54:43.6,0.0,62.8,HEALTHY
54:48.6,0.0,62.7,HEALTHY
54:53.6,0.0,63.0,HEALTHY
54:58.6,0.0,62.7,HEALTHY
55:03.6,0.0,63.4,HEALTHY
55:08.6,43.2,63.0,HEALTHY
55:13.6,9.7,63.5,HEALTHY
55:18.6,0.0,63.3,HEALTHY
55:23.6,0.0,64.1,HEALTHY
55:28.6,0.0,64.1,HEALTHY
55:33.6,0.0,64.1,HEALTHY
55:38.6,0.0,63.8,HEALTHY
55:43.6,0.0,63.9,HEALTHY
55:48.6,0.0,64.1,HEALTHY
55:53.6,45.0,63.6,HEALTHY
55:58.6,31.0,64.2,HEALTHY
56:03.6,0.0,63.9,HEALTHY
56:08.6,0.0,63.6,HEALTHY
56:13.6,0.0,63.7,HEALTHY
56:18.6,0.0,63.7,HEALTHY
56:23.6,0.0,64.0,HEALTHY
56:28.6,0.0,63.0,HEALTHY
56:33.6,0.0,63.4,HEALTHY
56:38.6,0.0,63.1,HEALTHY
56:43.6,0.0,62.9,HEALTHY
56:48.6,0.0,62.7,HEALTHY
56:53.6,0.0,63.0,HEALTHY
56:58.6,0.0,62.7,HEALTHY
57:03.6,0.0,62.7,HEALTHY
57:08.6,0.0,62.5,HEALTHY
57:13.6,0.0,62.6,HEALTHY
57:18.6,0.0,63.0,HEALTHY
57:23.6,45.0,63.6,HEALTHY
57:28.6,8.3,63.3,HEALTHY
57:33.6,0.0,63.6,HEALTHY
57:38.6,0.0,63.5,HEALTHY
57:43.6,0.0,64.0,HEALTHY
57:48.6,0.0,64.4,HEALTHY
57:53.6,10.1,64.6,HEALTHY
57:58.6,8.6,64.3,HEALTHY
58:03.6,0.0,64.4,HEALTHY
58:08.6,0.0,62.8,HEALTHY
58:13.6,0.0,62.8,HEALTHY
58:18.6,0.0,62.6,HEALTHY
58:23.6,0.0,62.8,HEALTHY
58:28.6,9.6,62.9,HEALTHY
58:33.6,0.0,63.2,HEALTHY
58:38.6,0.0,63.0,HEALTHY
58:43.6,0.0,62.8,HEALTHY
58:48.6,10.0,62.6,HEALTHY
58:53.6,0.0,63.7,HEALTHY
58:58.6,49.0,63.7,HEALTHY
59:03.6,0.0,63.9,HEALTHY
59:08.6,0.0,63.9,HEALTHY
59:13.6,39.0,64.6,HEALTHY
59:18.6,51.0,64.4,HEALTHY
59:23.6,8.7,64.6,HEALTHY
59:28.6,8.7,64.3,HEALTHY
59:33.6,0.0,64.6,HEALTHY
59:38.6,10.0,64.5,HEALTHY
59:43.6,0.0,64.5,HEALTHY
59:48.6,53.5,64.3,HEALTHY
59:53.6,9.8,64.0,HEALTHY
59:58.6,0.0,62.7,HEALTHY
00:03.6,0.0,63.3,HEALTHY
00:08.6,0.0,63.1,HEALTHY
00:13.6,0.0,63.2,HEALTHY
00:18.6,0.0,62.6,HEALTHY
00:23.6,0.0,62.7,HEALTHY
00:28.6,0.0,63.1,HEALTHY
00:33.6,38.0,63.3,HEALTHY
00:38.6,0.0,63.0,HEALTHY
00:43.6,0.0,63.2,HEALTHY
00:48.6,0.0,62.9,HEALTHY
00:53.6,0.0,62.7,HEALTHY
00:58.6,0.0,62.6,HEALTHY
01:03.6,0.0,63.1,HEALTHY
01:08.6,0.0,62.8,HEALTHY
01:13.6,53.6,62.9,HEALTHY
01:18.6,0.0,62.6,HEALTHY
08:44.6,11.4,74.9,WARNING
08:44.6,11.4,74.9,WARNING
08:49.5,6.7,73.9,WARNING
08:49.5,6.7,73.9,WARNING
08:54.5,10.7,73.6,WARNING
08:54.6,10.7,73.6,WARNING
08:59.5,7.7,74.0,WARNING
08:59.5,7.7,74.0,WARNING
09:04.5,10.8,74.1,WARNING
09:04.6,10.8,74.1,WARNING
09:09.5,10.5,74.3,WARNING
09:09.5,10.5,74.3,WARNING
09:14.5,11.7,74.2,WARNING
09:14.6,11.7,74.2,WARNING
09:19.5,10.8,73.9,WARNING
09:19.6,10.8,73.9,WARNING
09:23.2,16.3,74.5,WARNING
09:23.2,16.3,74.5,WARNING
09:24.5,12.6,74.0,WARNING
09:24.6,12.6,74.0,WARNING
09:26.3,4.7,73.9,WARNING
09:26.3,4.7,73.9,WARNING
09:29.5,12.7,74.0,WARNING
09:29.6,12.7,74.0,WARNING
09:34.5,9.9,74.0,WARNING
09:34.5,9.9,74.0,WARNING
09:39.5,17.1,74.0,WARNING
09:39.6,17.1,74.0,WARNING
09:44.5,6.5,74.3,WARNING
09:44.5,6.5,74.3,WARNING
09:49.5,12.9,73.4,WARNING
09:49.5,12.9,73.4,WARNING
09:54.5,30.4,73.2,WARNING
09:54.6,30.4,73.2,WARNING
09:59.5,14.5,73.3,WARNING
09:59.5,14.5,73.3,WARNING
10:04.5,19.7,73.1,WARNING
10:04.5,19.7,73.1,WARNING
10:09.5,9.6,73.5,WARNING
10:09.5,9.6,73.5,WARNING
10:14.5,10.4,73.5,WARNING
10:14.5,10.4,73.5,WARNING
10:19.5,7.8,73.7,WARNING
10:19.5,7.8,73.7,WARNING
10:23.8,14.4,74.0,WARNING
10:23.8,14.4,74.0,WARNING
10:24.5,15.6,74.2,WARNING
10:24.5,15.6,74.2,WARNING
10:28.1,12.5,73.4,WARNING
10:28.1,12.5,73.4,WARNING
10:29.5,11.5,73.5,WARNING
10:29.5,11.5,73.5,WARNING
10:30.1,12.1,73.5,WARNING
10:30.2,12.1,73.5,WARNING
10:34.5,16.1,74.1,WARNING
10:34.5,16.1,74.1,WARNING
10:39.5,3.9,73.2,WARNING
10:39.5,3.9,73.2,WARNING
10:44.5,10.3,73.1,WARNING
10:44.5,10.3,73.1,WARNING
10:49.5,11.1,73.4,WARNING
10:49.5,11.1,73.4,WARNING
10:54.6,24.8,72.0,WARNING
10:54.9,24.8,72.0,WARNING
10:59.6,9.7,72.0,WARNING
10:59.8,9.7,72.0,WARNING
11:04.5,5.8,71.9,WARNING
11:04.5,5.8,71.9,WARNING
11:09.5,8.9,71.6,WARNING
11:09.5,8.9,71.6,WARNING
11:14.5,14.2,72.0,WARNING
11:14.5,14.2,72.0,WARNING
11:19.5,7.4,72.0,WARNING
11:19.5,7.4,72.0,WARNING
11:24.5,8.5,72.5,WARNING
11:24.5,8.5,72.5,WARNING
11:29.5,6.2,72.3,WARNING
11:29.5,6.2,72.3,WARNING
11:29.5,6.3,72.3,WARNING
11:29.5,6.3,72.3,WARNING
11:31.2,13.6,72.3,WARNING
11:31.3,13.6,72.3,WARNING
11:32.7,13.7,72.4,WARNING
11:32.8,13.7,72.4,WARNING
11:34.0,7.1,72.4,WARNING
11:34.1,7.1,72.4,WARNING
11:34.5,7.0,72.4,WARNING
11:34.5,7.0,72.4,WARNING
11:35.3,20.9,71.9,WARNING
11:35.4,20.9,71.9,WARNING
11:37.5,7.5,71.8,WARNING
11:37.6,7.5,71.8,WARNING
11:39.2,6.5,71.9,WARNING
11:39.2,6.5,71.9,WARNING
11:39.5,9.4,72.2,WARNING
11:39.5,9.4,72.2,WARNING
11:44.5,5.1,72.2,WARNING
11:44.5,5.1,72.2,WARNING
11:49.5,2.7,72.0,WARNING
11:49.5,2.7,72.0,WARNING
11:54.5,4.5,72.1,WARNING
11:54.5,4.5,72.1,WARNING
11:59.5,2.2,71.9,WARNING
11:59.5,2.2,71.9,WARNING
12:04.5,4.8,72.1,WARNING
12:04.5,4.8,72.1,WARNING
12:09.5,3.6,71.9,WARNING
12:09.5,3.6,71.9,WARNING
12:14.5,6.9,71.9,WARNING
12:14.5,6.9,71.9,WARNING
12:19.5,5.8,72.0,WARNING
12:19.5,5.8,72.0,WARNING
12:24.5,9.3,72.3,WARNING
12:24.5,9.3,72.3,WARNING
12:29.5,6.7,72.1,WARNING
12:29.5,6.7,72.1,WARNING
12:34.5,8.6,72.8,WARNING
12:34.5,8.6,72.8,WARNING
12:39.5,2.0,72.4,WARNING
12:39.5,2.0,72.4,WARNING
12:44.5,14.5,72.6,WARNING
12:44.5,14.5,72.6,WARNING
12:49.5,8.4,72.0,WARNING
12:49.5,8.4,72.0,WARNING
12:54.5,10.0,72.2,WARNING
12:54.5,10.0,72.2,WARNING
12:59.5,9.7,72.4,WARNING
12:59.5,9.7,72.4,WARNING
13:04.5,8.3,72.3,WARNING
13:04.5,8.3,72.3,WARNING
13:09.5,10.6,72.1,WARNING
13:09.5,10.6,72.1,WARNING
13:14.5,9.0,72.2,WARNING
13:14.5,9.0,72.2,WARNING
13:19.5,7.9,72.0,WARNING
13:19.5,7.9,72.0,WARNING
13:24.5,5.4,72.0,WARNING
13:24.5,5.4,72.0,WARNING
13:44.6,15.1,87.8,CRITICAL
13:44.7,15.1,87.8,CRITICAL
13:49.6,13.0,87.8,CRITICAL
13:49.6,13.0,87.8,CRITICAL
13:54.6,15.0,88.4,CRITICAL
13:54.7,15.0,88.4,CRITICAL
13:59.6,8.5,88.4,CRITICAL
13:59.7,8.5,88.4,CRITICAL
14:04.6,10.4,88.2,CRITICAL
14:04.7,10.4,88.2,CRITICAL
14:09.6,12.5,88.3,CRITICAL
14:09.7,12.5,88.3,CRITICAL
14:14.6,12.7,88.4,CRITICAL
14:14.7,12.7,88.4,CRITICAL
14:19.6,9.9,88.4,CRITICAL
14:19.7,9.9,88.4,CRITICAL
14:24.6,14.2,88.4,CRITICAL
14:24.7,14.2,88.4,CRITICAL
14:29.6,12.8,88.5,CRITICAL
14:29.7,12.8,88.5,CRITICAL
14:34.6,14.9,88.4,CRITICAL
14:34.7,14.9,88.4,CRITICAL
14:39.6,25.1,88.9,CRITICAL
14:39.6,25.1,88.9,CRITICAL
14:40.4,19.1,89.0,CRITICAL
14:40.4,19.1,89.0,CRITICAL
14:44.6,22.2,88.6,CRITICAL
14:44.6,22.2,88.6,CRITICAL
